PROVIDER$CODE_;PROVIDERPRICEDVALUECODE_;PRICEDATE;NAV_;CLOSE_;Nom
SDG;MA0000030520;10/06/2022;572.06;572.06;SICAV ATTIJARI DIVERSIFIE
SIXTELEKURS;MA0000040180;01/04/2022;188.82;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000036048;23/06/2022;209.66;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;23/06/2022;619.99;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;23/06/2022;1452.66;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040388;06/05/2022;172.75;;FCP WG OBLIGATIONS
SDG;MA0000040339;07/04/2022;220.2;220.2;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000030553;07/04/2022;5174.76;5174.76;SICAV ATTIJARI TRESORERIE
SDG;MA0000036048;07/04/2022;209.2;209.2;FCP ATTIJARI MONETAIRE PLUS
SDG;MA0000036063;07/04/2022;664.63;664.63;FCP ATTIJARI ACTIONS
SDG;MA0000036659;07/04/2022;1448.9;1448.9;FCP ATTIJARI LIQUIDITE
SDG;MA0000040180;07/04/2022;188.87;188.87;FCP OBLIDYNAMIC
SDG;MA0000040388;08/04/2022;172.87;172.87;FCP WG OBLIGATIONS
SDG;MA0000040156;08/04/2022;963.12;963.12;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000030520;08/04/2022;577.77;577.77;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000030645;08/04/2022;90.36;90.36;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000041477;08/04/2022;1007.6;1007.6;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040271;08/04/2022;190709.43;190709.43;FCP CAP MONETAIRE PREMIERE
SDG;MA0000036659;08/04/2022;1448.95;1448.95;FCP ATTIJARI LIQUIDITE
SDG;MA0000036063;08/04/2022;665.06;665.06;FCP ATTIJARI ACTIONS
SDG;MA0000040180;08/04/2022;188.88;188.88;FCP OBLIDYNAMIC
SDG;MA0000040339;08/04/2022;220.21;220.21;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;18/04/2022;172.96;;FCP WG OBLIGATIONS
SDG;MA0000036048;25/04/2022;209.35;209.35;FCP ATTIJARI MONETAIRE PLUS
SDG;MA0000040339;25/04/2022;220.31;220.31;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036659;31/05/2022;1451.53;;FCP ATTIJARI LIQUIDITE
SDG;MA0000030645;10/06/2022;87.51;87.51;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000041477;10/06/2022;977.85;977.85;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000036659;10/06/2022;1452.01;1452.01;FCP ATTIJARI LIQUIDITE
SDG;MA0000040339;10/06/2022;220.59;220.59;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000030553;14/06/2022;5185.35;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000036063;29/06/2022;626.02;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;29/06/2022;1452.96;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040339;29/06/2022;220.71;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036048;29/06/2022;209.67;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000030553;29/06/2022;5187.84;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040271;29/06/2022;191350.05;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000030553;07/06/2022;5184.03;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000036063;06/05/2022;669.47;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000040156;06/05/2022;986.67;;FCP ATTIJARI AL MOUCHARAKA
SIXTELEKURS;MA0000030520;06/05/2022;577.91;;SICAV ATTIJARI DIVERSIFIE
SIXTELEKURS;MA0000041477;06/05/2022;1010.12;;FCP ATTIJARI DIVIDEND FUND
SIXTELEKURS;MA0000036659;06/05/2022;1450.29;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040339;06/05/2022;220.38;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036048;06/05/2022;209.4;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000030645;06/05/2022;90.69;;SICAV ATTIJARI PATRIMOINE VALEURS
SIXTELEKURS;MA0000040263;06/05/2022;2116.11;;FCP ATTIJARI SECURITE
SIXTELEKURS;MA0000030553;06/05/2022;5179.13;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040180;07/06/2022;189.2;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;07/06/2022;191169.2;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;07/06/2022;220.57;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;07/06/2022;172.74;;FCP WG OBLIGATIONS
SDG;MA0000030553;08/04/2022;5174.77;5174.77;SICAV ATTIJARI TRESORERIE
SDG;MA0000040339;04/04/2022;220.19;220.19;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036048;04/04/2022;209.18;209.18;FCP ATTIJARI MONETAIRE PLUS
SDG;MA0000030553;04/04/2022;5174.26;5174.26;SICAV ATTIJARI TRESORERIE
SDG;MA0000036063;04/04/2022;662.61;662.61;FCP ATTIJARI ACTIONS
SDG;MA0000040271;04/04/2022;190681.05;190681.05;FCP CAP MONETAIRE PREMIERE
SDG;MA0000036659;04/04/2022;1448.76;1448.76;FCP ATTIJARI LIQUIDITE
SDG;MA0000040180;04/04/2022;188.85;188.85;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000036063;22/04/2022;677.06;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000040156;22/04/2022;992.32;;FCP ATTIJARI AL MOUCHARAKA
SIXTELEKURS;MA0000030520;22/04/2022;581.61;;SICAV ATTIJARI DIVERSIFIE
SIXTELEKURS;MA0000041477;22/04/2022;1021.46;;FCP ATTIJARI DIVIDEND FUND
SIXTELEKURS;MA0000036659;22/04/2022;1449.62;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040339;22/04/2022;220.29;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036048;22/04/2022;209.29;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036048;14/06/2022;209.57;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;14/06/2022;631.21;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;14/06/2022;1452.21;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000041139;13/05/2022;1176.57;;FCP ATTIJARI GOLD
SIXTELEKURS;MA0000040180;23/06/2022;189.34;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;23/06/2022;191300.69;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;23/06/2022;220.67;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;23/06/2022;172.89;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000040271;06/05/2022;190924.13;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040180;22/04/2022;188.97;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040388;01/04/2022;172.88;;FCP WG OBLIGATIONS
SDG;MA0000036659;16/05/2022;1450.79;1450.79;FCP ATTIJARI LIQUIDITE
SDG;MA0000036063;16/05/2022;651.03;651.03;FCP ATTIJARI ACTIONS
SDG;MA0000040271;16/05/2022;190989.41;190989.41;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040180;16/05/2022;189.05;189.05;FCP OBLIDYNAMIC
SDG;MA0000040339;16/05/2022;220.43;220.43;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036063;09/05/2022;666.54;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;09/05/2022;1450.44;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040339;09/05/2022;220.4;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036048;09/05/2022;209.44;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000030553;09/05/2022;5179.71;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040180;31/05/2022;189.14;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;31/05/2022;191124.66;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;31/05/2022;220.53;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;31/05/2022;172.97;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000030553;18/07/2022;5190.67;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040156;20/05/2022;963.59;;FCP ATTIJARI AL MOUCHARAKA
SIXTELEKURS;MA0000040180;20/05/2022;189.09;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040263;20/05/2022;2115.72;;FCP ATTIJARI SECURITE
SIXTELEKURS;MA0000040271;20/05/2022;191041.78;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;20/05/2022;220.47;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;20/05/2022;172.76;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000040180;14/06/2022;189.26;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;14/06/2022;191228.31;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;14/06/2022;220.62;;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036659;22/06/2022;1452.62;1452.62;FCP ATTIJARI LIQUIDITE
SDG;MA0000040180;22/06/2022;189.32;189.32;FCP OBLIDYNAMIC
SDG;MA0000040339;22/06/2022;220.67;220.67;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036063;22/06/2022;621.82;621.82;FCP ATTIJARI ACTIONS
SDG;MA0000036659;25/04/2022;1449.76;1449.76;FCP ATTIJARI LIQUIDITE
SDG;MA0000036063;25/04/2022;675.58;675.58;FCP ATTIJARI ACTIONS
SDG;MA0000030553;25/04/2022;5177.58;5177.58;SICAV ATTIJARI TRESORERIE
SDG;MA0000040271;25/04/2022;190844.03;190844.03;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040180;25/04/2022;189.03;189.03;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;09/05/2022;190950.41;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000036048;18/07/2022;209.82;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;18/07/2022;616.68;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;18/07/2022;1453.93;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000030645;22/04/2022;91.82;;SICAV ATTIJARI PATRIMOINE VALEURS
SIXTELEKURS;MA0000040263;22/04/2022;2117.69;;FCP ATTIJARI SECURITE
SIXTELEKURS;MA0000030553;22/04/2022;5177.03;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000041139;20/05/2022;1177.46;;FCP ATTIJARI GOLD
SIXTELEKURS;MA0000041477;20/05/2022;981.1;;FCP ATTIJARI DIVIDEND FUND
SIXTELEKURS;MA0000040388;14/06/2022;172.71;;FCP WG OBLIGATIONS
SDG;MA0000040271;19/04/2022;190797.09;190797.09;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040339;19/04/2022;220.28;220.28;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040180;19/04/2022;188.99;188.99;FCP OBLIDYNAMIC
SDG;MA0000036063;19/04/2022;669.45;669.45;FCP ATTIJARI ACTIONS
SDG;MA0000036048;19/04/2022;209.31;209.31;FCP ATTIJARI MONETAIRE PLUS
SDG;MA0000036659;19/04/2022;1449.48;1449.48;FCP ATTIJARI LIQUIDITE
SDG;MA0000030553;19/04/2022;5176.62;5176.62;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000030553;13/07/2022;5190.2;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000036048;13/07/2022;209.74;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;13/07/2022;612.42;;FCP ATTIJARI ACTIONS
SDG;MA0000040180;06/04/2022;188.86;188.86;FCP OBLIDYNAMIC
SDG;MA0000040339;06/04/2022;220.2;220.2;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036659;06/04/2022;1448.86;1448.86;FCP ATTIJARI LIQUIDITE
SDG;MA0000036048;06/04/2022;209.19;209.19;FCP ATTIJARI MONETAIRE PLUS
SDG;MA0000040271;06/04/2022;190693.86;190693.86;FCP CAP MONETAIRE PREMIERE
SDG;MA0000030553;06/04/2022;5174.48;5174.48;SICAV ATTIJARI TRESORERIE
SDG;MA0000040271;05/04/2022;190689.51;190689.51;FCP CAP MONETAIRE PREMIERE
SDG;MA0000030553;05/04/2022;5174.44;5174.44;SICAV ATTIJARI TRESORERIE
SDG;MA0000040180;05/04/2022;188.86;188.86;FCP OBLIDYNAMIC
SDG;MA0000036659;05/04/2022;1448.81;1448.81;FCP ATTIJARI LIQUIDITE
SDG;MA0000036063;05/04/2022;664.57;664.57;FCP ATTIJARI ACTIONS
SDG;MA0000036048;05/04/2022;209.19;209.19;FCP ATTIJARI MONETAIRE PLUS
SDG;MA0000040339;05/04/2022;220.19;220.19;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;22/04/2022;172.85;;FCP WG OBLIGATIONS
SDG;MA0000040180;21/06/2022;189.29;189.29;FCP OBLIDYNAMIC
SDG;MA0000036659;21/06/2022;1452.57;1452.57;FCP ATTIJARI LIQUIDITE
SDG;MA0000040339;21/06/2022;220.66;220.66;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036063;21/06/2022;627.1;627.1;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;13/07/2022;1453.68;;FCP ATTIJARI LIQUIDITE
SDG;MA0000036063;06/04/2022;664.62;664.62;FCP ATTIJARI ACTIONS
SDG;MA0000036063;17/06/2022;621.08;621.08;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000040180;18/07/2022;189.45;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;18/07/2022;191493.27;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040271;22/04/2022;190818.23;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000030553;26/05/2022;5182.64;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000036048;26/05/2022;209.48;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;26/05/2022;639.6;;FCP ATTIJARI ACTIONS
SDG;MA0000040271;24/06/2022;191306.13;191306.13;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040388;24/06/2022;172.71;172.71;FCP WG OBLIGATIONS
SDG;MA0000036659;24/06/2022;1452.71;1452.71;FCP ATTIJARI LIQUIDITE
SDG;MA0000030645;24/06/2022;84.15;84.15;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000040339;24/06/2022;220.67;220.67;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040156;24/06/2022;925.23;925.23;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000036063;24/06/2022;622.5;622.5;FCP ATTIJARI ACTIONS
SDG;MA0000030520;24/06/2022;563.99;563.99;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000041477;24/06/2022;909.18;909.18;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040180;13/04/2022;188.94;188.94;FCP OBLIDYNAMIC
SDG;MA0000040339;13/04/2022;220.24;220.24;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036659;13/04/2022;1449.19;1449.19;FCP ATTIJARI LIQUIDITE
SDG;MA0000036048;13/04/2022;209.26;209.26;FCP ATTIJARI MONETAIRE PLUS
SDG;MA0000030553;13/04/2022;5175.57;5175.57;SICAV ATTIJARI TRESORERIE
SDG;MA0000036063;13/04/2022;664.85;664.85;FCP ATTIJARI ACTIONS
SDG;MA0000040271;13/04/2022;190748.1;190748.1;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040180;13/05/2022;188.99;;FCP OBLIDYNAMIC
SDG;MA0000036063;28/06/2022;622.29;622.29;FCP ATTIJARI ACTIONS
SDG;MA0000036659;28/06/2022;1452.91;1452.91;FCP ATTIJARI LIQUIDITE
SDG;MA0000040180;28/06/2022;189.36;189.36;FCP OBLIDYNAMIC
SDG;MA0000040339;28/06/2022;220.7;220.7;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040339;21/04/2022;220.29;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000030553;21/04/2022;5176.93;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000036659;07/07/2022;1453.37;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040339;18/07/2022;220.83;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;18/07/2022;173.22;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000036659;26/05/2022;1451.28;;FCP ATTIJARI LIQUIDITE
SDG;MA0000040180;24/06/2022;189.28;189.28;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040180;13/07/2022;189.4;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;13/07/2022;191464.6;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;13/07/2022;220.8;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;13/07/2022;172.93;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000040271;21/04/2022;190813.05;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000036063;28/04/2022;670.56;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000041139;06/05/2022;1205.37;;FCP ATTIJARI GOLD
SIXTELEKURS;MA0000040180;09/05/2022;189.1;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000036659;28/04/2022;1449.85;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040339;28/04/2022;220.32;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036048;28/04/2022;209.38;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000030553;28/04/2022;5178.06;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040271;28/04/2022;190863.72;;FCP CAP MONETAIRE PREMIERE
SDG;MA0000030520;15/07/2022;561.04;561.04;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000040180;15/07/2022;189.38;189.38;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000036063;18/04/2022;668.74;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;18/04/2022;1449.43;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040339;18/04/2022;220.27;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036048;18/04/2022;209.29;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000030553;18/04/2022;5176.51;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040388;09/05/2022;172.94;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000030553;14/07/2022;5189.57;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040180;26/05/2022;189.14;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;26/05/2022;191091.67;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040388;26/05/2022;172.92;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000040388;13/05/2022;172.74;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000040180;29/06/2022;189.37;;FCP OBLIDYNAMIC
SDG;MA0000036063;14/07/2022;610.24;610.24;FCP ATTIJARI ACTIONS
SDG;MA0000040339;14/07/2022;220.81;220.81;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040180;14/07/2022;189.34;189.34;FCP OBLIDYNAMIC
SDG;MA0000036659;14/07/2022;1453.73;1453.73;FCP ATTIJARI LIQUIDITE
SDG;MA0000036063;27/05/2022;636.3;636.3;FCP ATTIJARI ACTIONS
SDG;MA0000040339;15/07/2022;220.81;220.81;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036659;15/07/2022;1453.78;1453.78;FCP ATTIJARI LIQUIDITE
SDG;MA0000041477;15/07/2022;902.28;902.28;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040156;15/07/2022;909.74;909.74;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040388;15/07/2022;173.09;173.09;FCP WG OBLIGATIONS
SDG;MA0000030645;15/07/2022;83.35;83.35;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000040271;15/07/2022;191464.04;191464.04;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040271;18/04/2022;190790.9;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000036048;14/07/2022;209.68;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;14/07/2022;610.24;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;14/07/2022;1453.73;;FCP ATTIJARI LIQUIDITE
SDG;MA0000036063;22/07/2022;621.17;621.17;FCP ATTIJARI ACTIONS
SDG;MA0000040180;22/07/2022;189.5;189.5;FCP OBLIDYNAMIC
SDG;MA0000030520;22/07/2022;563.25;563.25;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000036659;22/07/2022;1454.13;1454.13;FCP ATTIJARI LIQUIDITE
SDG;MA0000030645;22/07/2022;84.35;84.35;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000040339;22/07/2022;220.86;220.86;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040388;22/07/2022;173.16;173.16;FCP WG OBLIGATIONS
SDG;MA0000040271;22/07/2022;191531.38;191531.38;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040156;22/07/2022;917.82;917.82;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000041477;22/07/2022;909.49;909.49;FCP ATTIJARI DIVIDEND FUND
SIXTELEKURS;MA0000036063;13/05/2022;650.18;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000040156;13/05/2022;962.8;;FCP ATTIJARI AL MOUCHARAKA
SIXTELEKURS;MA0000030520;13/05/2022;571.9;;SICAV ATTIJARI DIVERSIFIE
SIXTELEKURS;MA0000041477;13/05/2022;983.37;;FCP ATTIJARI DIVIDEND FUND
SIXTELEKURS;MA0000036659;13/05/2022;1450.64;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040339;13/05/2022;220.43;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036048;13/05/2022;209.28;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000030645;13/05/2022;87.93;;SICAV ATTIJARI PATRIMOINE VALEURS
SIXTELEKURS;MA0000040263;13/05/2022;2115.76;;FCP ATTIJARI SECURITE
SIXTELEKURS;MA0000030553;13/05/2022;5179.85;;SICAV ATTIJARI TRESORERIE
SDG;MA0000040180;19/07/2022;189.47;189.47;FCP OBLIDYNAMIC
SDG;MA0000036659;19/07/2022;1453.98;1453.98;FCP ATTIJARI LIQUIDITE
SDG;MA0000036063;19/07/2022;621.88;621.88;FCP ATTIJARI ACTIONS
SDG;MA0000040339;19/07/2022;220.84;220.84;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000041477;03/06/2022;980.37;980.37;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000030520;03/06/2022;573.2;573.2;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000036659;03/06/2022;1451.68;1451.68;FCP ATTIJARI LIQUIDITE
SDG;MA0000040339;03/06/2022;220.55;220.55;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040388;03/06/2022;172.92;172.92;FCP WG OBLIGATIONS
SDG;MA0000040156;03/06/2022;961.58;961.58;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000036659;17/05/2022;1450.84;1450.84;FCP ATTIJARI LIQUIDITE
SDG;MA0000040180;17/05/2022;189.04;189.04;FCP OBLIDYNAMIC
SDG;MA0000040339;17/05/2022;220.44;220.44;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036063;17/05/2022;652.78;652.78;FCP ATTIJARI ACTIONS
SDG;MA0000040271;17/05/2022;190995.08;190995.08;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040339;18/05/2022;220.46;220.46;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000030520;20/05/2022;571.83;;SICAV ATTIJARI DIVERSIFIE
SIXTELEKURS;MA0000030553;20/05/2022;5181.57;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000030645;20/05/2022;87.5;;SICAV ATTIJARI PATRIMOINE VALEURS
SIXTELEKURS;MA0000030645;22/07/2022;84.35;;SICAV ATTIJARI PATRIMOINE VALEURS
SIXTELEKURS;MA0000036048;22/07/2022;209.82;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;22/07/2022;621.17;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000040388;29/06/2022;172.64;;FCP WG OBLIGATIONS
SDG;MA0000030645;03/06/2022;88.02;88.02;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000040271;03/06/2022;191138.92;191138.92;FCP CAP MONETAIRE PREMIERE
SDG;MA0000036063;03/06/2022;651.54;651.54;FCP ATTIJARI ACTIONS
SDG;MA0000040180;03/06/2022;189.19;189.19;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040388;11/05/2022;172.73;;FCP WG OBLIGATIONS
SDG;MA0000036659;18/05/2022;1450.89;1450.89;FCP ATTIJARI LIQUIDITE
SDG;MA0000040271;18/05/2022;191023.07;191023.07;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040180;18/05/2022;189.05;189.05;FCP OBLIDYNAMIC
SDG;MA0000036063;18/05/2022;652.68;652.68;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000041139;22/04/2022;1223.67;;FCP ATTIJARI GOLD
SIXTELEKURS;MA0000040271;13/05/2022;190969.15;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000036659;22/07/2022;1454.13;;FCP ATTIJARI LIQUIDITE
SDG;MA0000040339;14/04/2022;220.24;220.24;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036048;14/04/2022;209.25;209.25;FCP ATTIJARI MONETAIRE PLUS
SDG;MA0000036063;14/04/2022;665.87;665.87;FCP ATTIJARI ACTIONS
SDG;MA0000036659;14/04/2022;1449.24;1449.24;FCP ATTIJARI LIQUIDITE
SDG;MA0000040271;14/04/2022;190754.96;190754.96;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040180;14/04/2022;188.93;188.93;FCP OBLIDYNAMIC
SDG;MA0000030553;14/04/2022;5175.71;5175.71;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040180;06/05/2022;189.08;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040180;14/07/2022;189.34;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;14/07/2022;191449.48;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;14/07/2022;220.81;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;14/07/2022;172.92;;FCP WG OBLIGATIONS
