PROVIDER$CODE_;PROVIDERPRICEDVALUECODE_;PRICEDATE;NAV_;CLOSE_
SIXTELEKURS;MA0000040339;22/12/2016;205.51;
SIXTELEKURS;MA0000040339;23/12/2016;205.52;
SIXTELEKURS;MA0000040339;26/12/2016;205.55;
SIXTELEKURS;MA0000040339;27/12/2016;205.56;
SIXTELEKURS;MA0000040339;28/12/2016;205.56;
SIXTELEKURS;MA0000040339;29/12/2016;205.57;
SIXTELEKURS;MA0000040339;30/12/2016;205.58;
SIXTELEKURS;MA0000040339;02/01/2017;205.6;
SIXTELEKURS;MA0000040339;03/01/2017;205.62;
SIXTELEKURS;MA0000040339;04/01/2017;205.62;
SIXTELEKURS;MA0000040339;05/01/2017;205.63;
SIXTELEKURS;MA0000040339;06/01/2017;205.64;
SIXTELEKURS;MA0000040339;09/01/2017;205.67;
SIXTELEKURS;MA0000040339;10/01/2017;205.67;
SIXTELEKURS;MA0000040339;12/01/2017;205.69;
SIXTELEKURS;MA0000040339;13/01/2017;205.7;
SIXTELEKURS;MA0000040339;16/01/2017;205.72;
SIXTELEKURS;MA0000040339;17/01/2017;205.73;
SIXTELEKURS;MA0000040339;18/01/2017;205.74;
SIXTELEKURS;MA0000040339;19/01/2017;205.75;
SIXTELEKURS;MA0000040339;20/01/2017;205.76;
SIXTELEKURS;MA0000040339;23/01/2017;205.78;
SIXTELEKURS;MA0000040339;24/01/2017;205.79;
SIXTELEKURS;MA0000040339;25/01/2017;205.8;
SIXTELEKURS;MA0000040339;26/01/2017;205.81;
SIXTELEKURS;MA0000040339;27/01/2017;205.81;
SIXTELEKURS;MA0000040339;30/01/2017;205.84;
SIXTELEKURS;MA0000040339;31/01/2017;205.85;
SIXTELEKURS;MA0000040339;01/02/2017;205.86;
SIXTELEKURS;MA0000040339;02/02/2017;205.87;
SIXTELEKURS;MA0000040339;03/02/2017;205.88;
SIXTELEKURS;MA0000040180;02/12/2016;166.67;
SIXTELEKURS;MA0000040180;05/12/2016;166.71;
SIXTELEKURS;MA0000040180;06/12/2016;166.72;
SIXTELEKURS;MA0000040180;07/12/2016;166.72;
SIXTELEKURS;MA0000040180;08/12/2016;166.72;
SIXTELEKURS;MA0000040180;09/12/2016;166.72;
SIXTELEKURS;MA0000040180;14/12/2016;166.77;
SIXTELEKURS;MA0000040180;15/12/2016;166.79;
SIXTELEKURS;MA0000040180;16/12/2016;166.8;
SIXTELEKURS;MA0000040180;19/12/2016;166.82;
SIXTELEKURS;MA0000040180;20/12/2016;166.83;
SIXTELEKURS;MA0000040180;21/12/2016;166.8;
SIXTELEKURS;MA0000040180;22/12/2016;166.81;
SIXTELEKURS;MA0000040180;23/12/2016;166.79;
SIXTELEKURS;MA0000040180;26/12/2016;166.82;
SIXTELEKURS;MA0000040180;27/12/2016;166.83;
SIXTELEKURS;MA0000040180;28/12/2016;166.84;
SIXTELEKURS;MA0000040180;29/12/2016;166.86;
SIXTELEKURS;MA0000040180;30/12/2016;166.87;
SIXTELEKURS;MA0000040180;02/01/2017;166.88;
SIXTELEKURS;MA0000040180;03/01/2017;166.9;
SIXTELEKURS;MA0000040180;04/01/2017;166.89;
SIXTELEKURS;MA0000040180;05/01/2017;166.9;
SIXTELEKURS;MA0000040180;06/01/2017;166.93;
SIXTELEKURS;MA0000040180;09/01/2017;166.94;
SIXTELEKURS;MA0000040180;10/01/2017;166.96;
SIXTELEKURS;MA0000040180;12/01/2017;166.97;
SIXTELEKURS;MA0000040180;13/01/2017;166.96;
SIXTELEKURS;MA0000040180;16/01/2017;166.99;
SIXTELEKURS;MA0000040180;17/01/2017;167;
SIXTELEKURS;MA0000040180;18/01/2017;167.01;
SIXTELEKURS;MA0000040180;19/01/2017;167.02;
SIXTELEKURS;MA0000040180;20/01/2017;167.02;
SIXTELEKURS;MA0000040271;28/02/2017;170636.11;
SIXTELEKURS;MA0000040271;01/03/2017;170651.28;
SIXTELEKURS;MA0000040271;02/03/2017;170671.51;
SIXTELEKURS;MA0000040271;03/03/2017;170678.43;
SIXTELEKURS;MA0000040271;06/03/2017;170713.1;
SIXTELEKURS;MA0000040271;07/03/2017;170726.56;
SIXTELEKURS;MA0000040271;08/03/2017;170736.63;
SIXTELEKURS;MA0000040271;09/03/2017;170744.77;
SIXTELEKURS;MA0000040271;10/03/2017;170756.29;
SIXTELEKURS;MA0000040271;13/03/2017;170788.48;
SIXTELEKURS;MA0000040271;14/03/2017;170796.28;
SIXTELEKURS;MA0000040271;15/03/2017;170808.6;
SIXTELEKURS;MA0000040271;16/03/2017;170827.64;
SIXTELEKURS;MA0000040271;17/03/2017;170813.19;
SIXTELEKURS;MA0000040271;20/03/2017;170867.93;
SIXTELEKURS;MA0000040271;21/03/2017;170881.59;
SIXTELEKURS;MA0000040271;22/03/2017;170890.81;
SIXTELEKURS;MA0000040271;23/03/2017;170902.94;
SIXTELEKURS;MA0000040271;24/03/2017;170913.03;
SIXTELEKURS;MA0000040271;27/03/2017;170941.87;
SIXTELEKURS;MA0000040271;28/03/2017;170949.69;
SIXTELEKURS;MA0000040271;29/03/2017;170956.69;
SIXTELEKURS;MA0000040271;30/03/2017;170968.26;
SIXTELEKURS;MA0000040271;31/03/2017;170979.18;
SIXTELEKURS;MA0000040271;03/04/2017;171005.06;
SIXTELEKURS;MA0000040271;04/04/2017;171007.01;
SIXTELEKURS;MA0000040271;05/04/2017;171013.43;
SIXTELEKURS;MA0000040271;06/04/2017;171023.6;
SIXTELEKURS;MA0000040271;07/04/2017;171037.41;
SIXTELEKURS;MA0000040271;10/04/2017;171068.21;
SIXTELEKURS;MA0000040271;11/04/2017;171077.86;
SIXTELEKURS;MA0000040271;12/04/2017;171088.81;
SIXTELEKURS;MA0000040339;06/02/2017;205.9;
SIXTELEKURS;MA0000040339;07/02/2017;205.9;
SIXTELEKURS;MA0000040339;08/02/2017;205.92;
SIXTELEKURS;MA0000040339;09/02/2017;205.93;
SIXTELEKURS;MA0000040339;10/02/2017;205.94;
SIXTELEKURS;MA0000040339;13/02/2017;205.96;
SIXTELEKURS;MA0000040339;14/02/2017;205.97;
SIXTELEKURS;MA0000040339;15/02/2017;205.98;
SIXTELEKURS;MA0000040339;16/02/2017;205.99;
SIXTELEKURS;MA0000040339;17/02/2017;206;
SIXTELEKURS;MA0000040339;20/02/2017;206.03;
SIXTELEKURS;MA0000040339;21/02/2017;206.04;
SIXTELEKURS;MA0000040339;22/02/2017;206.05;
SIXTELEKURS;MA0000040339;23/02/2017;206.06;
SIXTELEKURS;MA0000040339;24/02/2017;206.07;
SIXTELEKURS;MA0000040339;27/02/2017;206.09;
SIXTELEKURS;MA0000040339;28/02/2017;206.1;
SIXTELEKURS;MA0000040339;01/03/2017;206.11;
SIXTELEKURS;MA0000040339;02/03/2017;206.13;
SIXTELEKURS;MA0000040339;03/03/2017;206.13;
SIXTELEKURS;MA0000040339;06/03/2017;206.16;
SIXTELEKURS;MA0000040339;07/03/2017;206.17;
SIXTELEKURS;MA0000040339;08/03/2017;206.18;
SIXTELEKURS;MA0000040339;09/03/2017;206.18;
SIXTELEKURS;MA0000040339;10/03/2017;206.19;
SIXTELEKURS;MA0000040339;13/03/2017;206.22;
SIXTELEKURS;MA0000040339;14/03/2017;206.23;
SIXTELEKURS;MA0000040339;15/03/2017;206.24;
SIXTELEKURS;MA0000040339;16/03/2017;206.25;
SIXTELEKURS;MA0000040339;17/03/2017;206.25;
SIXTELEKURS;MA0000040339;20/03/2017;206.28;
SIXTELEKURS;MA0000040339;21/03/2017;206.29;
SIXTELEKURS;MA0000040339;22/03/2017;206.3;
SIXTELEKURS;MA0000040180;23/01/2017;167.08;
SIXTELEKURS;MA0000040180;24/01/2017;167.06;
SIXTELEKURS;MA0000040180;25/01/2017;167.11;
SIXTELEKURS;MA0000040180;26/01/2017;167.13;
SIXTELEKURS;MA0000040180;27/01/2017;167.13;
SIXTELEKURS;MA0000040180;30/01/2017;167.16;
SIXTELEKURS;MA0000040180;31/01/2017;167.16;
SIXTELEKURS;MA0000040180;01/02/2017;167.11;
SIXTELEKURS;MA0000040180;02/02/2017;167.16;
SIXTELEKURS;MA0000040180;03/02/2017;167.17;
SIXTELEKURS;MA0000040180;06/02/2017;167.21;
SIXTELEKURS;MA0000040180;07/02/2017;167.19;
SIXTELEKURS;MA0000040180;08/02/2017;167.22;
SIXTELEKURS;MA0000040180;09/02/2017;167.25;
SIXTELEKURS;MA0000040180;10/02/2017;167.27;
SIXTELEKURS;MA0000040180;13/02/2017;167.32;
SIXTELEKURS;MA0000040180;14/02/2017;167.33;
SIXTELEKURS;MA0000040180;15/02/2017;167.37;
SIXTELEKURS;MA0000040180;16/02/2017;167.4;
SIXTELEKURS;MA0000040180;17/02/2017;167.4;
SIXTELEKURS;MA0000040180;20/02/2017;167.49;
SIXTELEKURS;MA0000040180;21/02/2017;167.5;
SIXTELEKURS;MA0000040180;22/02/2017;167.53;
SIXTELEKURS;MA0000040180;23/02/2017;167.54;
SIXTELEKURS;MA0000040180;24/02/2017;167.57;
SIXTELEKURS;MA0000040180;27/02/2017;167.62;
SIXTELEKURS;MA0000040180;28/02/2017;167.62;
SIXTELEKURS;MA0000040180;01/03/2017;167.65;
SIXTELEKURS;MA0000040180;02/03/2017;167.68;
SIXTELEKURS;MA0000040180;03/03/2017;167.69;
SIXTELEKURS;MA0000040180;06/03/2017;167.74;
SIXTELEKURS;MA0000040180;07/03/2017;167.75;
SIXTELEKURS;MA0000040180;08/03/2017;167.77;
SIXTELEKURS;MA0000040271;13/04/2017;171097.74;
SIXTELEKURS;MA0000040271;14/04/2017;171107.92;
SIXTELEKURS;MA0000040271;17/04/2017;171137.57;
SIXTELEKURS;MA0000040271;18/04/2017;171152.28;
SIXTELEKURS;MA0000040271;19/04/2017;171162.46;
SIXTELEKURS;MA0000040271;20/04/2017;171170.49;
SIXTELEKURS;MA0000040271;21/04/2017;171187.18;
SIXTELEKURS;MA0000040271;24/04/2017;171217.21;
SIXTELEKURS;MA0000040271;25/04/2017;171227.81;
SIXTELEKURS;MA0000040271;26/04/2017;171236.85;
SIXTELEKURS;MA0000040271;27/04/2017;171253.66;
SIXTELEKURS;MA0000040271;28/04/2017;171275.13;
SIXTELEKURS;MA0000040271;02/05/2017;171315.51;
SIXTELEKURS;MA0000040271;03/05/2017;171325.38;
SIXTELEKURS;MA0000040271;04/05/2017;171334.75;
SIXTELEKURS;MA0000040271;05/05/2017;171338.49;
SIXTELEKURS;MA0000040271;08/05/2017;171370.98;
SIXTELEKURS;MA0000040271;09/05/2017;171391.25;
SIXTELEKURS;MA0000040271;10/05/2017;171394.73;
SIXTELEKURS;MA0000040271;11/05/2017;171413.64;
SIXTELEKURS;MA0000040271;12/05/2017;171425.83;
SIXTELEKURS;MA0000040271;15/05/2017;171453.02;
SIXTELEKURS;MA0000040271;16/05/2017;171463.48;
SIXTELEKURS;MA0000040271;17/05/2017;171473.8;
SIXTELEKURS;MA0000040271;18/05/2017;171482.88;
SIXTELEKURS;MA0000040271;19/05/2017;171501.02;
SIXTELEKURS;MA0000040271;22/05/2017;171533.37;
SIXTELEKURS;MA0000040271;23/05/2017;171542.04;
SIXTELEKURS;MA0000040271;24/05/2017;171557.14;
SIXTELEKURS;MA0000040271;25/05/2017;171566.83;
SIXTELEKURS;MA0000040271;26/05/2017;171579.02;
SIXTELEKURS;MA0000040271;29/05/2017;171603.87;
SIXTELEKURS;MA0000040339;23/03/2017;206.3;
SIXTELEKURS;MA0000040339;24/03/2017;206.31;
SIXTELEKURS;MA0000040339;27/03/2017;206.34;
SIXTELEKURS;MA0000040339;28/03/2017;206.34;
SIXTELEKURS;MA0000040339;29/03/2017;206.35;
SIXTELEKURS;MA0000040339;30/03/2017;206.36;
SIXTELEKURS;MA0000040339;31/03/2017;206.37;
SIXTELEKURS;MA0000040339;03/04/2017;206.38;
SIXTELEKURS;MA0000040339;04/04/2017;206.39;
SIXTELEKURS;MA0000040339;05/04/2017;206.4;
SIXTELEKURS;MA0000040339;06/04/2017;206.41;
SIXTELEKURS;MA0000040339;07/04/2017;206.41;
SIXTELEKURS;MA0000040339;10/04/2017;206.44;
SIXTELEKURS;MA0000040339;11/04/2017;206.45;
SIXTELEKURS;MA0000040339;12/04/2017;206.46;
SIXTELEKURS;MA0000040339;13/04/2017;206.46;
SIXTELEKURS;MA0000040339;14/04/2017;206.47;
SIXTELEKURS;MA0000040339;17/04/2017;206.5;
SIXTELEKURS;MA0000040339;18/04/2017;206.5;
SIXTELEKURS;MA0000040339;19/04/2017;206.51;
SIXTELEKURS;MA0000040339;20/04/2017;206.52;
SIXTELEKURS;MA0000040339;21/04/2017;206.53;
SIXTELEKURS;MA0000040339;24/04/2017;206.56;
SIXTELEKURS;MA0000040339;25/04/2017;206.56;
SIXTELEKURS;MA0000040339;26/04/2017;206.57;
SIXTELEKURS;MA0000040339;27/04/2017;206.58;
SIXTELEKURS;MA0000040339;28/04/2017;206.59;
SIXTELEKURS;MA0000040339;02/05/2017;206.62;
SIXTELEKURS;MA0000040339;03/05/2017;206.63;
SIXTELEKURS;MA0000040339;04/05/2017;206.63;
SIXTELEKURS;MA0000040339;05/05/2017;206.64;
SIXTELEKURS;MA0000040339;08/05/2017;206.66;
SIXTELEKURS;MA0000040339;09/05/2017;206.68;
SIXTELEKURS;MA0000040180;09/03/2017;167.79;
SIXTELEKURS;MA0000040180;10/03/2017;167.81;
SIXTELEKURS;MA0000040180;13/03/2017;167.84;
SIXTELEKURS;MA0000040180;14/03/2017;167.84;
SIXTELEKURS;MA0000040180;15/03/2017;167.86;
SIXTELEKURS;MA0000040180;16/03/2017;167.88;
SIXTELEKURS;MA0000040180;17/03/2017;167.8;
SIXTELEKURS;MA0000040180;20/03/2017;167.91;
SIXTELEKURS;MA0000040180;21/03/2017;167.94;
SIXTELEKURS;MA0000040180;22/03/2017;167.94;
SIXTELEKURS;MA0000040180;23/03/2017;167.96;
SIXTELEKURS;MA0000040180;24/03/2017;167.98;
SIXTELEKURS;MA0000040180;27/03/2017;168.01;
SIXTELEKURS;MA0000040180;28/03/2017;168.02;
SIXTELEKURS;MA0000040180;29/03/2017;168.01;
SIXTELEKURS;MA0000040180;30/03/2017;168.03;
SIXTELEKURS;MA0000040180;31/03/2017;168.03;
SIXTELEKURS;MA0000040180;03/04/2017;168.05;
SIXTELEKURS;MA0000040180;04/04/2017;168.07;
SIXTELEKURS;MA0000040180;05/04/2017;168.05;
SIXTELEKURS;MA0000040180;06/04/2017;168.06;
SIXTELEKURS;MA0000040180;07/04/2017;168.09;
SIXTELEKURS;MA0000040180;10/04/2017;168.12;
SIXTELEKURS;MA0000040180;11/04/2017;168.13;
SIXTELEKURS;MA0000040180;12/04/2017;168.14;
SIXTELEKURS;MA0000040180;13/04/2017;168.14;
SIXTELEKURS;MA0000040180;14/04/2017;168.15;
SIXTELEKURS;MA0000040180;17/04/2017;168.18;
SIXTELEKURS;MA0000040180;18/04/2017;168.21;
SIXTELEKURS;MA0000040180;19/04/2017;168.22;
SIXTELEKURS;MA0000040180;20/04/2017;168.22;
SIXTELEKURS;MA0000040180;21/04/2017;168.25;
SIXTELEKURS;MA0000040180;24/04/2017;168.28;
SIXTELEKURS;MA0000040271;30/05/2017;171615.88;
SIXTELEKURS;MA0000040271;31/05/2017;171626.42;
SIXTELEKURS;MA0000040271;01/06/2017;171629.66;
SIXTELEKURS;MA0000040271;02/06/2017;171641.36;
SIXTELEKURS;MA0000040271;05/06/2017;171670.12;
SIXTELEKURS;MA0000040271;06/06/2017;171682.5;
SIXTELEKURS;MA0000040271;07/06/2017;171692.28;
SIXTELEKURS;MA0000040271;08/06/2017;171702.81;
SIXTELEKURS;MA0000040271;09/06/2017;171710.87;
SIXTELEKURS;MA0000040271;12/06/2017;171740.9;
SIXTELEKURS;MA0000040271;13/06/2017;171746.88;
SIXTELEKURS;MA0000040271;14/06/2017;171754.93;
SIXTELEKURS;MA0000040271;15/06/2017;171764.35;
SIXTELEKURS;MA0000040271;16/06/2017;171780.65;
SIXTELEKURS;MA0000040271;19/06/2017;171796.99;
SIXTELEKURS;MA0000040271;20/06/2017;171800.05;
SIXTELEKURS;MA0000040271;21/06/2017;171796.53;
SIXTELEKURS;MA0000040271;22/06/2017;171796.71;
SIXTELEKURS;MA0000040271;23/06/2017;171809.15;
SIXTELEKURS;MA0000040271;28/06/2017;171864.6;
SIXTELEKURS;MA0000040271;29/06/2017;171877.9;
SIXTELEKURS;MA0000040271;30/06/2017;171879.64;
SIXTELEKURS;MA0000040271;03/07/2017;171914.2;
SIXTELEKURS;MA0000040271;04/07/2017;171922.73;
SIXTELEKURS;MA0000040271;05/07/2017;171928.96;
SIXTELEKURS;MA0000040271;06/07/2017;171940.84;
SIXTELEKURS;MA0000040271;07/07/2017;171953.47;
SIXTELEKURS;MA0000040271;10/07/2017;171986.43;
SIXTELEKURS;MA0000040271;11/07/2017;171993.83;
SIXTELEKURS;MA0000040271;12/07/2017;172004.67;
SIXTELEKURS;MA0000040271;13/07/2017;172015.64;
SIXTELEKURS;MA0000040271;14/07/2017;172020.84;
SIXTELEKURS;MA0000040339;10/05/2017;206.69;
SIXTELEKURS;MA0000040339;11/05/2017;206.7;
SIXTELEKURS;MA0000040339;12/05/2017;206.71;
SIXTELEKURS;MA0000040339;15/05/2017;206.73;
SIXTELEKURS;MA0000040339;16/05/2017;206.74;
SIXTELEKURS;MA0000040339;17/05/2017;206.75;
SIXTELEKURS;MA0000040339;18/05/2017;206.76;
SIXTELEKURS;MA0000040339;19/05/2017;206.76;
SIXTELEKURS;MA0000040339;22/05/2017;206.79;
SIXTELEKURS;MA0000040339;23/05/2017;206.8;
SIXTELEKURS;MA0000040339;24/05/2017;206.81;
SIXTELEKURS;MA0000040339;25/05/2017;206.82;
SIXTELEKURS;MA0000040339;26/05/2017;206.83;
SIXTELEKURS;MA0000040339;29/05/2017;206.85;
SIXTELEKURS;MA0000040339;30/05/2017;206.86;
SIXTELEKURS;MA0000040339;31/05/2017;206.87;
SIXTELEKURS;MA0000040339;01/06/2017;206.88;
SIXTELEKURS;MA0000040339;02/06/2017;206.88;
SIXTELEKURS;MA0000040339;05/06/2017;206.9;
SIXTELEKURS;MA0000040339;06/06/2017;206.91;
SIXTELEKURS;MA0000040339;07/06/2017;206.92;
SIXTELEKURS;MA0000040339;08/06/2017;206.93;
SIXTELEKURS;MA0000040339;09/06/2017;206.94;
SIXTELEKURS;MA0000040339;12/06/2017;206.96;
SIXTELEKURS;MA0000040339;13/06/2017;206.97;
SIXTELEKURS;MA0000040339;14/06/2017;206.97;
SIXTELEKURS;MA0000040339;15/06/2017;206.98;
SIXTELEKURS;MA0000040339;16/06/2017;206.99;
SIXTELEKURS;MA0000040339;19/06/2017;207.01;
SIXTELEKURS;MA0000040339;20/06/2017;207.02;
SIXTELEKURS;MA0000040339;21/06/2017;207.03;
SIXTELEKURS;MA0000040339;22/06/2017;207.04;
SIXTELEKURS;MA0000040339;23/06/2017;207.05;
SIXTELEKURS;MA0000040180;25/04/2017;168.29;
SIXTELEKURS;MA0000040180;26/04/2017;168.3;
SIXTELEKURS;MA0000040180;27/04/2017;168.33;
SIXTELEKURS;MA0000040180;28/04/2017;168.36;
SIXTELEKURS;MA0000040180;02/05/2017;168.4;
SIXTELEKURS;MA0000040180;03/05/2017;168.41;
SIXTELEKURS;MA0000040180;04/05/2017;168.42;
SIXTELEKURS;MA0000040180;05/05/2017;168.43;
SIXTELEKURS;MA0000040180;08/05/2017;168.46;
SIXTELEKURS;MA0000040180;09/05/2017;168.48;
SIXTELEKURS;MA0000040180;10/05/2017;168.48;
SIXTELEKURS;MA0000040180;11/05/2017;168.5;
SIXTELEKURS;MA0000040180;12/05/2017;168.52;
SIXTELEKURS;MA0000040180;15/05/2017;168.55;
SIXTELEKURS;MA0000040180;16/05/2017;168.56;
SIXTELEKURS;MA0000040180;17/05/2017;168.56;
SIXTELEKURS;MA0000040180;18/05/2017;168.57;
SIXTELEKURS;MA0000040180;19/05/2017;168.6;
SIXTELEKURS;MA0000040180;22/05/2017;168.63;
SIXTELEKURS;MA0000040180;23/05/2017;168.64;
SIXTELEKURS;MA0000040180;24/05/2017;168.66;
SIXTELEKURS;MA0000040180;25/05/2017;168.67;
SIXTELEKURS;MA0000040180;26/05/2017;168.68;
SIXTELEKURS;MA0000040180;29/05/2017;168.7;
SIXTELEKURS;MA0000040180;30/05/2017;168.71;
SIXTELEKURS;MA0000040180;31/05/2017;168.72;
SIXTELEKURS;MA0000040180;01/06/2017;168.71;
SIXTELEKURS;MA0000040180;02/06/2017;168.72;
SIXTELEKURS;MA0000040180;05/06/2017;168.75;
SIXTELEKURS;MA0000040180;06/06/2017;168.76;
SIXTELEKURS;MA0000040180;07/06/2017;168.77;
SIXTELEKURS;MA0000040180;08/06/2017;168.78;
SIXTELEKURS;MA0000040180;09/06/2017;168.79;
SIXTELEKURS;MA0000040271;17/07/2017;172055.44;
SIXTELEKURS;MA0000040271;18/07/2017;172066.61;
SIXTELEKURS;MA0000040271;19/07/2017;172082.49;
SIXTELEKURS;MA0000040271;20/07/2017;172091.91;
SIXTELEKURS;MA0000040271;21/07/2017;172098.09;
SIXTELEKURS;MA0000040271;24/07/2017;172138.9;
SIXTELEKURS;MA0000040271;25/07/2017;172150.31;
SIXTELEKURS;MA0000040271;26/07/2017;172158.33;
SIXTELEKURS;MA0000040271;27/07/2017;172169.46;
SIXTELEKURS;MA0000040271;28/07/2017;172180.29;
SIXTELEKURS;MA0000040271;31/07/2017;172213.61;
SIXTELEKURS;MA0000040271;01/08/2017;172224.61;
SIXTELEKURS;MA0000040271;02/08/2017;172238.92;
SIXTELEKURS;MA0000040271;03/08/2017;172251.39;
SIXTELEKURS;MA0000040271;04/08/2017;172262.2;
SIXTELEKURS;MA0000040271;07/08/2017;172293.53;
SIXTELEKURS;MA0000040271;08/08/2017;172304.25;
SIXTELEKURS;MA0000040271;09/08/2017;172312.85;
SIXTELEKURS;MA0000040271;10/08/2017;172325.01;
SIXTELEKURS;MA0000040271;11/08/2017;172336.68;
SIXTELEKURS;MA0000040271;15/08/2017;172380.63;
SIXTELEKURS;MA0000040271;16/08/2017;172391.76;
SIXTELEKURS;MA0000040271;17/08/2017;172402.29;
SIXTELEKURS;MA0000040271;18/08/2017;172413.82;
SIXTELEKURS;MA0000040271;22/08/2017;172456.74;
SIXTELEKURS;MA0000040271;23/08/2017;172467.61;
SIXTELEKURS;MA0000040271;24/08/2017;172484.14;
SIXTELEKURS;MA0000040271;25/08/2017;172498.78;
SIXTELEKURS;MA0000040271;28/08/2017;172531.5;
SIXTELEKURS;MA0000040271;30/08/2017;172548.55;
SIXTELEKURS;MA0000040271;31/08/2017;172563.1;
SIXTELEKURS;MA0000040339;28/06/2017;207.07;
SIXTELEKURS;MA0000040339;29/06/2017;207.08;
SIXTELEKURS;MA0000040339;30/06/2017;207.09;
SIXTELEKURS;MA0000040339;03/07/2017;207.11;
SIXTELEKURS;MA0000040339;04/07/2017;207.12;
SIXTELEKURS;MA0000040339;05/07/2017;207.13;
SIXTELEKURS;MA0000040339;06/07/2017;207.14;
SIXTELEKURS;MA0000040339;07/07/2017;207.15;
SIXTELEKURS;MA0000040339;10/07/2017;207.18;
SIXTELEKURS;MA0000040339;11/07/2017;207.18;
SIXTELEKURS;MA0000040339;12/07/2017;207.19;
SIXTELEKURS;MA0000040339;13/07/2017;207.2;
SIXTELEKURS;MA0000040339;14/07/2017;207.21;
SIXTELEKURS;MA0000040339;17/07/2017;207.23;
SIXTELEKURS;MA0000040339;18/07/2017;207.24;
SIXTELEKURS;MA0000040339;19/07/2017;207.25;
SIXTELEKURS;MA0000040339;20/07/2017;207.26;
SIXTELEKURS;MA0000040339;21/07/2017;207.27;
SIXTELEKURS;MA0000040339;24/07/2017;207.29;
SIXTELEKURS;MA0000040339;25/07/2017;207.3;
SIXTELEKURS;MA0000040339;26/07/2017;207.31;
SIXTELEKURS;MA0000040339;27/07/2017;207.32;
SIXTELEKURS;MA0000040339;28/07/2017;207.33;
SIXTELEKURS;MA0000040339;31/07/2017;207.35;
SIXTELEKURS;MA0000040339;01/08/2017;207.36;
SIXTELEKURS;MA0000040339;02/08/2017;207.37;
SIXTELEKURS;MA0000040339;03/08/2017;207.38;
SIXTELEKURS;MA0000040339;04/08/2017;207.39;
SIXTELEKURS;MA0000040339;07/08/2017;207.42;
SIXTELEKURS;MA0000040339;08/08/2017;207.43;
SIXTELEKURS;MA0000040339;09/08/2017;207.43;
SIXTELEKURS;MA0000040339;10/08/2017;207.44;
SIXTELEKURS;MA0000040339;11/08/2017;207.45;
SIXTELEKURS;MA0000040180;12/06/2017;168.82;
SIXTELEKURS;MA0000040180;13/06/2017;168.82;
SIXTELEKURS;MA0000040180;14/06/2017;168.83;
SIXTELEKURS;MA0000040180;15/06/2017;168.84;
SIXTELEKURS;MA0000040180;16/06/2017;168.86;
SIXTELEKURS;MA0000040180;19/06/2017;168.85;
SIXTELEKURS;MA0000040180;20/06/2017;168.85;
SIXTELEKURS;MA0000040180;21/06/2017;168.86;
SIXTELEKURS;MA0000040180;22/06/2017;168.86;
SIXTELEKURS;MA0000040180;23/06/2017;168.88;
SIXTELEKURS;MA0000040180;28/06/2017;168.93;
SIXTELEKURS;MA0000040180;29/06/2017;168.92;
SIXTELEKURS;MA0000040180;30/06/2017;168.9;
SIXTELEKURS;MA0000040180;03/07/2017;168.95;
SIXTELEKURS;MA0000040180;04/07/2017;168.97;
SIXTELEKURS;MA0000040180;05/07/2017;168.97;
SIXTELEKURS;MA0000040180;06/07/2017;168.96;
SIXTELEKURS;MA0000040180;07/07/2017;168.97;
SIXTELEKURS;MA0000040180;10/07/2017;169.01;
SIXTELEKURS;MA0000040180;11/07/2017;169.02;
SIXTELEKURS;MA0000040180;12/07/2017;169.03;
SIXTELEKURS;MA0000040180;13/07/2017;169.04;
SIXTELEKURS;MA0000040180;14/07/2017;169.04;
SIXTELEKURS;MA0000040180;17/07/2017;169.07;
SIXTELEKURS;MA0000040180;18/07/2017;169.09;
SIXTELEKURS;MA0000040180;19/07/2017;169.1;
SIXTELEKURS;MA0000040180;20/07/2017;169.13;
SIXTELEKURS;MA0000040180;21/07/2017;169.11;
SIXTELEKURS;MA0000040180;24/07/2017;169.16;
SIXTELEKURS;MA0000040180;25/07/2017;169.17;
SIXTELEKURS;MA0000040180;26/07/2017;169.17;
SIXTELEKURS;MA0000040180;27/07/2017;169.23;
SIXTELEKURS;MA0000040180;28/07/2017;169.22;
SIXTELEKURS;MA0000040339;15/08/2017;207.49;
SIXTELEKURS;MA0000040339;16/08/2017;207.5;
SIXTELEKURS;MA0000040339;17/08/2017;207.51;
SIXTELEKURS;MA0000040339;18/08/2017;207.52;
SIXTELEKURS;MA0000040339;22/08/2017;207.55;
SIXTELEKURS;MA0000040339;23/08/2017;207.56;
SIXTELEKURS;MA0000040339;24/08/2017;207.57;
SIXTELEKURS;MA0000040339;25/08/2017;207.58;
SIXTELEKURS;MA0000040339;28/08/2017;207.61;
SIXTELEKURS;MA0000040339;30/08/2017;207.62;
SIXTELEKURS;MA0000040339;31/08/2017;207.63;
SIXTELEKURS;MA0000040180;31/07/2017;169.31;
SIXTELEKURS;MA0000040180;01/08/2017;169.32;
SIXTELEKURS;MA0000040180;02/08/2017;169.33;
SIXTELEKURS;MA0000040180;03/08/2017;169.35;
SIXTELEKURS;MA0000040180;04/08/2017;169.36;
SIXTELEKURS;MA0000040180;07/08/2017;169.41;
SIXTELEKURS;MA0000040180;08/08/2017;169.42;
SIXTELEKURS;MA0000040180;09/08/2017;169.42;
SIXTELEKURS;MA0000040180;10/08/2017;169.45;
SIXTELEKURS;MA0000040180;11/08/2017;169.45;
